filename,frame,cluster,dist_to_centroid
113pMI.npy,2,1,151.074402231264
113pMI.npy,3,3,202.5518158476611
113pMI.npy,4,3,198.03850985013614
113pMI.npy,5,3,184.63527022299044
113pMI.npy,6,3,179.72066172711342
113pMI.npy,7,3,154.5025505739316
113pMI.npy,8,3,168.3354024664302
113pMI.npy,9,3,173.53488339211674
114pMI.npy,0,1,129.84940634218702
114pMI.npy,1,1,131.1511220255112
114pMI.npy,2,1,84.133659330981
114pMI.npy,3,1,87.69721906490985
114pMI.npy,4,1,131.9531631656869
114pMI.npy,5,1,103.89518434051249
114pMI.npy,6,1,78.33373518855198
114pMI.npy,7,1,72.48239416956338
114pMI.npy,8,1,77.03977800205178
114pMI.npy,9,1,98.10438473324446
115pMI.npy,0,1,200.3402617190577
115pMI.npy,1,1,162.30167417455738
115pMI.npy,2,1,115.0009577707648
115pMI.npy,3,1,96.97859066228054
115pMI.npy,4,1,86.31375810295037
115pMI.npy,5,1,126.28244146278853
115pMI.npy,6,1,148.06641518625327
115pMI.npy,7,1,130.85338131948663
115pMI.npy,8,1,133.95215359240572
115pMI.npy,9,1,163.96273143877804
116healthy.npy,0,0,96.77527667465868
116healthy.npy,1,0,90.08213569660619
116healthy.npy,2,0,107.9009283737884
116healthy.npy,3,0,146.69801373670708
116healthy.npy,4,0,168.24419193726516
116healthy.npy,5,0,154.53262567533005
116healthy.npy,6,0,101.96095553745604
116healthy.npy,7,0,85.30187534216675
116healthy.npy,8,0,73.76817454397056
116healthy.npy,9,0,79.68624787099473
117pMI.npy,0,1,75.18914483777556
117pMI.npy,1,1,77.20128072747926
117pMI.npy,2,0,108.83793796772848
117pMI.npy,3,0,81.97226127160425
117pMI.npy,4,0,86.06482992049739
117pMI.npy,5,0,75.51978121913969
117pMI.npy,6,0,92.0772716912245
117pMI.npy,7,0,109.32108783117333
117pMI.npy,8,0,115.93323761752134
117pMI.npy,9,1,86.56484236115625
118pMI.npy,0,2,154.75520649080335
118pMI.npy,1,1,138.99399242804847
118pMI.npy,2,1,184.2747076686558
118pMI.npy,3,0,197.79106150147004
118pMI.npy,4,0,187.82715893029987
118pMI.npy,5,1,171.53630390806893
118pMI.npy,6,2,137.6018724971541
118pMI.npy,7,1,125.1276578001572
118pMI.npy,8,1,123.19177935692363
118pMI.npy,9,1,148.4679739321228
119healthy.npy,0,1,104.76702667827536
119healthy.npy,1,3,150.62498732849426
119healthy.npy,2,0,85.69934954970549
119healthy.npy,3,0,102.46602090567747
119healthy.npy,4,3,227.5398937891891
119healthy.npy,5,0,82.33002968648195
119healthy.npy,6,0,82.02639908776412
119healthy.npy,7,3,140.54044271368656
119healthy.npy,8,3,143.64664076139962
119healthy.npy,9,3,138.71360255839997
11pMI.npy,0,2,129.3620591466078
11pMI.npy,1,2,124.88926206794699
11pMI.npy,2,2,128.04645350050362
11pMI.npy,3,0,155.45127895461349
11pMI.npy,4,0,148.1146202529189
11pMI.npy,5,0,141.00500585854124
11pMI.npy,6,2,124.98731095763708
11pMI.npy,7,2,105.88472381294832
11pMI.npy,8,2,103.19932932257854
11pMI.npy,9,2,124.91711813560435
120healthy.npy,0,0,124.65931980283817
120healthy.npy,1,0,114.83943242776455
120healthy.npy,2,0,101.69360759557146
120healthy.npy,3,0,134.9049924980734
120healthy.npy,4,0,152.00733720687504
120healthy.npy,5,0,136.01016232031648
120healthy.npy,6,0,95.50491712161796
120healthy.npy,7,0,96.7461218428936
120healthy.npy,8,0,97.77400031453908
120healthy.npy,9,0,104.34336624686664
121pMI.npy,0,2,275.61618315646285
121pMI.npy,1,2,236.19777698268683
121pMI.npy,2,2,210.45002045970534
121pMI.npy,3,2,223.2407401523304
121pMI.npy,4,2,188.78486576134756
121pMI.npy,5,2,201.79819212438724
121pMI.npy,6,2,185.90435167756903
121pMI.npy,7,2,226.78570121318137
121pMI.npy,8,2,231.12277212776416
121pMI.npy,9,2,242.59862728089553
122healthy.npy,0,2,121.47853074484176
122healthy.npy,1,2,125.47812649205868
122healthy.npy,2,0,150.39407796742165
122healthy.npy,3,0,138.85220416393085
122healthy.npy,4,0,175.38931132337655
122healthy.npy,5,0,149.97685543909262
122healthy.npy,6,0,150.93677193961432
122healthy.npy,7,2,148.3304238390199
122healthy.npy,8,2,149.33084465878193
122healthy.npy,9,2,120.06713213612002
123pMI.npy,0,1,95.31599048326295
123pMI.npy,1,1,90.75359694036312
123pMI.npy,2,0,88.6285842581363
123pMI.npy,3,0,74.60352591998716
123pMI.npy,4,0,84.71207885671096
123pMI.npy,5,0,81.6955071771393
123pMI.npy,6,0,89.93810668869048
123pMI.npy,7,0,116.10281018761096
123pMI.npy,8,1,108.54360516838963
123pMI.npy,9,1,88.08113775503612
124healthy.npy,0,1,185.10655513416896
124healthy.npy,1,1,117.24294065349252
124healthy.npy,2,1,85.26756104903612
124healthy.npy,3,1,113.87566580239022
124healthy.npy,4,1,85.24684927447552
124healthy.npy,5,1,126.34472880303191
124healthy.npy,6,1,117.78765264819329
124healthy.npy,7,1,107.65123443861802
124healthy.npy,8,1,113.71903430163213
124healthy.npy,9,1,129.04585012863404
125healthy.npy,0,2,189.978238115606
125healthy.npy,1,1,162.46329831007859
125healthy.npy,2,0,129.0352338914296
125healthy.npy,3,0,108.14910352806483
125healthy.npy,4,0,95.16666576515429
125healthy.npy,5,2,153.83618571340742
125healthy.npy,6,2,154.40435406403262
125healthy.npy,7,2,153.39593982535217
125healthy.npy,8,1,152.9193012624771
125healthy.npy,9,2,152.82744197917526
126healthy.npy,0,1,161.95074576506246
126healthy.npy,1,1,145.74579093397992
126healthy.npy,2,0,143.3325244251989
126healthy.npy,3,0,110.5344445869952
126healthy.npy,4,0,102.76906507176044
126healthy.npy,5,2,149.43301974693404
126healthy.npy,6,1,137.08918352439747
126healthy.npy,7,1,136.36517918346178
126healthy.npy,8,1,132.6626921354679
126healthy.npy,9,1,135.75103109764586
127healthy.npy,0,1,126.47334076422162
127healthy.npy,1,1,143.3222577743555
127healthy.npy,2,0,180.75061502257918
127healthy.npy,3,0,185.89205087787758
127healthy.npy,4,0,201.7558930773048
127healthy.npy,5,0,194.61380736988852
127healthy.npy,6,0,177.69595811873782
127healthy.npy,7,1,177.85770568474413
127healthy.npy,8,1,183.83264856190885
127healthy.npy,9,1,159.86793761085033
128pMI.npy,0,0,116.60545058860359
128pMI.npy,1,0,98.1801668232445
128pMI.npy,2,0,78.27793992803792
128pMI.npy,3,0,91.86436035966352
128pMI.npy,4,0,106.66432792384744
128pMI.npy,5,0,87.33480924471795
128pMI.npy,6,0,79.96824973077744
128pMI.npy,7,0,84.23857136643075
128pMI.npy,8,0,87.38378926426313
128pMI.npy,9,0,91.93124384607889
129healthy.npy,0,2,141.9957914356024
129healthy.npy,1,2,121.93007144316469
129healthy.npy,2,2,108.95518277108374
129healthy.npy,3,0,106.60828712991203
129healthy.npy,4,0,100.72360767752669
129healthy.npy,5,0,122.30243679213898
129healthy.npy,6,2,98.14995559290138
129healthy.npy,7,2,99.12898085151468
129healthy.npy,8,2,115.49122458085306
129healthy.npy,9,2,126.49863262367747
12healthy.npy,0,2,122.34918886261252
12healthy.npy,1,1,118.78652754133284
12healthy.npy,2,0,88.70569791263995
12healthy.npy,3,0,97.75716449346174
12healthy.npy,4,0,108.01132656214493
12healthy.npy,5,0,94.82218146097226
12healthy.npy,6,0,76.83533120157605
12healthy.npy,7,0,79.56627814668282
12healthy.npy,8,0,73.0874014767208
12healthy.npy,9,0,96.39389496298637
130healthy.npy,0,1,169.5471098360292
130healthy.npy,1,1,165.44924435745392
130healthy.npy,2,0,127.88900427481488
130healthy.npy,3,0,109.96042144997551
130healthy.npy,4,0,101.70731819168164
130healthy.npy,5,0,143.65189382870977
130healthy.npy,6,1,155.50960390450652
130healthy.npy,7,1,156.19056881300727
130healthy.npy,8,1,157.71768861776204
130healthy.npy,9,1,146.76280607903988
131healthy.npy,0,2,143.32813891506626
131healthy.npy,1,0,152.70625547391947
131healthy.npy,2,0,112.69368333014356
131healthy.npy,3,0,134.38807117768954
131healthy.npy,4,0,153.09644284830782
131healthy.npy,5,0,159.51380986138642
131healthy.npy,6,0,128.1123803939513
131healthy.npy,7,0,123.19846485942934
131healthy.npy,8,0,121.65561512051359
131healthy.npy,9,0,131.70091544009927
132pMI.npy,0,1,112.18765085720189
132pMI.npy,1,1,107.20638841635852
132pMI.npy,2,0,152.68610331757415
132pMI.npy,3,0,136.83682716433913
132pMI.npy,4,1,147.07363486264154
132pMI.npy,5,1,108.99978759062849
132pMI.npy,6,1,101.84416114462084
132pMI.npy,7,1,106.64477107862878
132pMI.npy,8,1,103.76718499096388
132pMI.npy,9,1,112.2690994356216
133pMI.npy,0,1,134.83487208999207
133pMI.npy,1,1,139.33223574504837
133pMI.npy,2,1,187.0249418378937
133pMI.npy,3,0,200.91620529385497
133pMI.npy,4,0,196.68349320798205
133pMI.npy,5,1,156.3755441599306
133pMI.npy,6,1,131.1670642788107
133pMI.npy,7,1,136.64160612479412
133pMI.npy,8,1,133.5347889490888
133pMI.npy,9,1,130.6762813240467
134healthy.npy,0,1,117.26453747615035
134healthy.npy,1,0,126.27551877175046
134healthy.npy,2,0,87.30345823795574
134healthy.npy,3,0,110.53686901636831
134healthy.npy,4,0,116.41888956800774
134healthy.npy,5,0,97.89891713293159
134healthy.npy,6,0,79.74742815159279
134healthy.npy,7,0,75.90978259369564
134healthy.npy,8,0,76.13404503902551
134healthy.npy,9,0,104.23466154521512
135pMI.npy,0,1,218.53484768980863
135pMI.npy,1,1,186.46138207194
135pMI.npy,2,1,136.0610635116072
135pMI.npy,3,1,106.77260719064834
135pMI.npy,4,1,113.626136095943
135pMI.npy,5,1,106.54957132673873
135pMI.npy,6,1,125.79630101343359
135pMI.npy,7,1,141.91342028476393
135pMI.npy,8,1,144.94587483365018
135pMI.npy,9,1,166.10786229571247
136pMI.npy,0,0,158.58735054387688
136pMI.npy,1,0,142.94032684942732
136pMI.npy,2,0,110.63521230141305
136pMI.npy,3,0,110.45619148960216
136pMI.npy,4,0,132.73475464529295
136pMI.npy,5,0,151.03271073737943
136pMI.npy,6,0,157.6190276242382
136pMI.npy,7,0,126.59066703578131
136pMI.npy,8,0,124.47392529619135
136pMI.npy,9,0,137.36944820795537
137pMI.npy,0,1,145.04701191051475
137pMI.npy,1,1,124.57008865171443
137pMI.npy,2,1,153.9354774231834
137pMI.npy,3,0,146.10671401954514
137pMI.npy,4,0,143.7330926614105
137pMI.npy,5,1,133.21732105428003
137pMI.npy,6,1,124.43776186888043
137pMI.npy,7,1,121.789254095208
137pMI.npy,8,1,117.76159007807685
137pMI.npy,9,1,115.83739411804972
138pMI.npy,0,3,173.40658832540456
138pMI.npy,1,3,140.30929194106196
138pMI.npy,2,3,155.93779460965885
138pMI.npy,3,0,108.31159313061467
138pMI.npy,4,3,185.0375559287371
138pMI.npy,5,3,154.7851433229343
138pMI.npy,6,3,154.87713884533775
138pMI.npy,7,3,165.23883939831052
138pMI.npy,8,3,151.65944103117528
138pMI.npy,9,3,167.95079585149045
139pMI.npy,0,3,147.0144052388413
139pMI.npy,1,3,166.86528860901075
139pMI.npy,2,0,134.7447113862769
139pMI.npy,3,3,249.87400940047158
139pMI.npy,4,0,157.2567733097327
139pMI.npy,5,0,138.20311953057825
139pMI.npy,6,0,123.22555823025823
139pMI.npy,7,0,125.53200510369477
139pMI.npy,8,0,123.19770056191388
139pMI.npy,9,0,135.5977575623488
13pMI.npy,0,2,157.62744181363536
13pMI.npy,1,1,144.84661637430858
13pMI.npy,2,1,158.46373436518041
13pMI.npy,3,0,176.13643269431023
13pMI.npy,4,0,177.62594503390824
13pMI.npy,5,1,143.9348183336199
13pMI.npy,6,2,129.6255486904127
13pMI.npy,7,2,130.33942391848805
13pMI.npy,8,2,124.89162417114073
13pMI.npy,9,2,138.65916411391112
140pMI.npy,0,1,140.51076844173554
140pMI.npy,1,1,121.91648953617926
140pMI.npy,2,1,133.92425767486358
140pMI.npy,3,1,156.4815818537725
140pMI.npy,4,1,152.6619750996638
140pMI.npy,5,1,111.4473106596721
140pMI.npy,6,1,107.33737880736639
140pMI.npy,7,1,107.00027075116212
140pMI.npy,8,1,100.11980505539262
140pMI.npy,9,1,104.0250229403369
141healthy.npy,0,2,116.07587252836777
141healthy.npy,1,0,132.46135032171276
141healthy.npy,2,0,98.44393620930181
141healthy.npy,3,0,126.75486916785337
141healthy.npy,4,0,151.40927396796047
141healthy.npy,5,0,132.04634013293077
141healthy.npy,6,0,91.09953209397827
141healthy.npy,7,0,100.01736173191466
141healthy.npy,8,0,111.7926739963853
141healthy.npy,9,2,127.14414624095077
142pMI.npy,0,2,201.3349211069616
142pMI.npy,1,2,116.58963294343619
142pMI.npy,2,2,82.17064290049252
142pMI.npy,3,2,99.47491552297504
142pMI.npy,4,2,82.7521315910371
142pMI.npy,5,2,88.83124816787044
142pMI.npy,6,2,123.39769211324712
142pMI.npy,7,2,127.04500462725636
142pMI.npy,8,2,115.54674415475309
142pMI.npy,9,2,159.78737839744676
143pMI.npy,0,1,94.90254191451808
143pMI.npy,1,0,105.95076351774358
143pMI.npy,2,0,68.28361442340899
143pMI.npy,3,0,116.64241283754492
143pMI.npy,4,0,124.18167781323491
143pMI.npy,5,0,104.67225636976316
143pMI.npy,6,0,72.3000105042374
143pMI.npy,7,0,73.79289174555196
143pMI.npy,8,0,76.979199985109
143pMI.npy,9,0,94.37259055499771
144pMI.npy,0,1,212.64101521739914
144pMI.npy,1,1,133.08739571207383
144pMI.npy,2,1,151.1718543140649
144pMI.npy,3,0,155.5121360786002
144pMI.npy,4,1,151.86748600731764
144pMI.npy,5,1,157.702070521417
144pMI.npy,6,1,125.73191542883016
144pMI.npy,7,1,140.26770651039746
144pMI.npy,8,1,174.92659171623907
144pMI.npy,9,1,169.94267172464689
145healthy.npy,0,2,150.987546368014
145healthy.npy,1,1,149.5215053598902
145healthy.npy,2,0,131.2761427454301
145healthy.npy,3,0,98.7069373965371
145healthy.npy,4,0,98.82859473442655
145healthy.npy,5,0,148.7361784597345
145healthy.npy,6,1,157.85680764442964
145healthy.npy,7,2,158.98583991426122
145healthy.npy,8,1,163.8518658447309
145healthy.npy,9,1,159.10160817186497
146healthy.npy,0,2,211.08673703770725
146healthy.npy,1,2,160.77292732280256
146healthy.npy,2,2,63.56915629292374
146healthy.npy,3,2,76.26473934573798
146healthy.npy,4,2,79.15659637814908
146healthy.npy,5,2,107.8346166509002
146healthy.npy,6,2,132.0630694355262
146healthy.npy,7,2,141.33384082021695
146healthy.npy,8,2,141.63186097113427
146healthy.npy,9,2,163.26321299058964
147pMI.npy,0,2,135.5724122520454
147pMI.npy,1,2,121.44461614772821
147pMI.npy,2,2,120.27235652399992
147pMI.npy,3,0,134.36797294835338
147pMI.npy,4,2,125.00296780327204
147pMI.npy,5,2,106.97249018074893
147pMI.npy,6,2,121.17896046366725
147pMI.npy,7,2,120.02948746789973
147pMI.npy,8,2,121.50936753816889
147pMI.npy,9,2,122.83414221487685
148healthy.npy,0,0,108.92081984596643
148healthy.npy,1,0,103.83573106209683
148healthy.npy,2,0,115.70179780959971
148healthy.npy,3,0,149.7668102676617
148healthy.npy,4,0,166.86850526533956
148healthy.npy,5,0,159.53086190791544
148healthy.npy,6,0,117.02885681192336
148healthy.npy,7,0,105.38989518959737
148healthy.npy,8,0,102.87336653778318
148healthy.npy,9,0,96.93321135987438
149healthy.npy,0,2,166.4593918794702
149healthy.npy,1,2,156.76991195565375
149healthy.npy,2,2,155.48392622187734
149healthy.npy,3,0,147.3201338614367
149healthy.npy,4,0,140.51923458511018
149healthy.npy,5,0,151.23796817145217
149healthy.npy,6,2,142.80245478774575
149healthy.npy,7,2,144.5250270950543
149healthy.npy,8,2,143.20791404596295
149healthy.npy,9,2,137.0356635592072
14pMI.npy,0,2,159.25776966215764
14pMI.npy,1,1,129.42646713011496
14pMI.npy,2,1,87.54914500538683
14pMI.npy,3,1,103.69436063240065
14pMI.npy,4,1,114.4575078034729
14pMI.npy,5,1,91.25390039275457
14pMI.npy,6,1,92.99811996548118
14pMI.npy,7,1,109.87237269365069
14pMI.npy,8,1,115.39535031266782
14pMI.npy,9,1,156.45824243485524
150pMI.npy,0,1,113.14862468456255
150pMI.npy,1,1,114.7847121208473
150pMI.npy,2,1,140.64675257886634
150pMI.npy,3,1,166.86010135891715
150pMI.npy,4,1,111.43207004601003
150pMI.npy,5,1,101.1960378234272
150pMI.npy,6,1,84.55402478180129
150pMI.npy,7,1,87.44951414433525
150pMI.npy,8,1,85.86404185593409
150pMI.npy,9,1,91.07612018911784
151healthy.npy,0,1,108.01084346247995
151healthy.npy,1,0,126.85561554658217
151healthy.npy,2,0,79.31004404652917
151healthy.npy,3,0,87.42711847317412
151healthy.npy,4,0,90.05568938468753
151healthy.npy,5,0,71.55136244847765
151healthy.npy,6,0,71.24956272404616
151healthy.npy,7,0,71.06918064417462
151healthy.npy,8,0,68.89885779388612
151healthy.npy,9,0,106.13813912978516
152pMI.npy,0,2,151.10190838875766
152pMI.npy,1,2,166.54005493125806
152pMI.npy,2,0,111.43640877966479
152pMI.npy,3,0,96.49649091405968
152pMI.npy,4,0,97.53120383480572
152pMI.npy,5,0,115.48763090847022
152pMI.npy,6,0,144.54180339178959
152pMI.npy,7,0,157.6620910307276
152pMI.npy,8,0,168.55530201557247
152pMI.npy,9,2,143.32724986113868
153healthy.npy,0,2,123.65193900026783
153healthy.npy,1,2,151.57644551624367
153healthy.npy,2,0,185.16074292475813
153healthy.npy,3,0,188.87833913841305
153healthy.npy,4,0,199.73107099794788
153healthy.npy,5,0,195.16317553785336
153healthy.npy,6,2,136.92487899322157
153healthy.npy,7,2,143.9210668971861
153healthy.npy,8,2,141.4978039416992
153healthy.npy,9,2,141.78004386621558
154pMI.npy,0,1,136.68957968108057
154pMI.npy,1,1,99.68299882044447
154pMI.npy,2,1,114.49515040815776
154pMI.npy,3,1,135.94877858010446
154pMI.npy,4,1,118.49827889728738
154pMI.npy,5,1,106.78084483615072
154pMI.npy,6,1,105.58501053447476
154pMI.npy,7,1,104.42738176704331
154pMI.npy,8,1,106.46301595692056
154pMI.npy,9,1,123.13929788984218
155pMI.npy,0,1,164.63050479558524
155pMI.npy,1,1,141.97822496464153
155pMI.npy,2,1,182.63968492505862
155pMI.npy,3,0,199.21229851955096
155pMI.npy,4,0,187.3007079437367
155pMI.npy,5,1,138.20746236183547
155pMI.npy,6,1,134.45665572275595
155pMI.npy,7,1,117.31901495397784
155pMI.npy,8,1,108.4205726850316
155pMI.npy,9,1,112.67934153429742
156pMI.npy,0,1,215.33234853915323
156pMI.npy,1,1,189.93321707582786
156pMI.npy,2,0,175.25334168313879
156pMI.npy,3,0,145.4513856947032
156pMI.npy,4,0,150.47838810846392
156pMI.npy,5,0,192.50153428910806
156pMI.npy,6,0,205.78604439505372
156pMI.npy,7,1,211.60167275863157
156pMI.npy,8,1,218.65270678068393
156pMI.npy,9,1,210.21878992839768
157healthy.npy,0,2,276.69882880088915
157healthy.npy,1,2,202.00410053014286
157healthy.npy,2,2,171.7447419332116
157healthy.npy,3,2,109.52320907560022
157healthy.npy,4,2,136.73374871393136
157healthy.npy,5,2,203.22388066814716
157healthy.npy,6,2,150.03601946988917
157healthy.npy,7,2,201.71893597589246
157healthy.npy,8,2,203.0210690643847
157healthy.npy,9,2,194.1597749886047
158healthy.npy,0,2,124.08122414934114
158healthy.npy,1,2,114.43601016926279
158healthy.npy,2,2,147.06617159726025
158healthy.npy,3,0,131.70949404606836
158healthy.npy,4,0,145.26576455990497
158healthy.npy,5,0,139.58086874912837
158healthy.npy,6,2,150.85159931068534
158healthy.npy,7,2,123.66420677627488
158healthy.npy,8,2,111.55124594709862
158healthy.npy,9,2,107.10998621556928
159healthy.npy,0,2,70.87572406228229
159healthy.npy,1,2,71.6927811417644
159healthy.npy,2,0,120.09567690025014
159healthy.npy,3,0,85.93477024644545
159healthy.npy,4,0,91.57986788328948
159healthy.npy,5,0,95.77942747866668
159healthy.npy,6,2,108.80550862482208
159healthy.npy,7,2,90.22800949195846
159healthy.npy,8,2,91.31911029010121
159healthy.npy,9,2,84.85461916771601
15healthy.npy,0,2,120.80059585597729
15healthy.npy,1,2,113.48064932703512
15healthy.npy,2,2,85.33579278954302
15healthy.npy,3,2,135.05013775045447
15healthy.npy,4,0,119.2013801697343
15healthy.npy,5,0,137.02883171559455
15healthy.npy,6,2,85.71925139476565
15healthy.npy,7,2,90.80519105463493
15healthy.npy,8,2,97.93913438218242
15healthy.npy,9,2,99.07247920528569
160pMI.npy,0,1,150.70303025593356
160pMI.npy,1,1,126.0302608416276
160pMI.npy,2,1,115.62772530869123
160pMI.npy,3,1,117.84696401778172
160pMI.npy,4,0,108.47805111380366
160pMI.npy,5,1,124.11596627910816
160pMI.npy,6,1,137.73223690798156
160pMI.npy,7,1,140.9965633233342
160pMI.npy,8,1,140.48306176332673
160pMI.npy,9,1,142.37859571237468
161pMI.npy,0,1,132.029977839898
161pMI.npy,1,0,132.20959356210292
161pMI.npy,2,0,116.95726610638097
161pMI.npy,3,0,141.2309375092064
161pMI.npy,4,0,144.3899487805746
161pMI.npy,5,0,114.74283450071619
161pMI.npy,6,0,108.61072730438958
161pMI.npy,7,0,112.16747827975759
161pMI.npy,8,0,121.47086791151538
161pMI.npy,9,0,137.4366889557798
162healthy.npy,0,2,252.94316679941966
162healthy.npy,1,2,155.0973152333517
162healthy.npy,2,2,175.0656695479522
162healthy.npy,3,2,171.74464997381236
162healthy.npy,4,2,174.39947849324807
162healthy.npy,5,2,197.04328199001884
162healthy.npy,6,2,164.4587844824078
